employee_id,employee_name,age,salary,company_name,department,city,joining_date,email
,Employee_966,25.0,30000.0,DataWorks,Finance,Unknown,,employee966@company.com
967.0,Employee_967,30.0,100000.0,TechNova,Unknown,Chennai,2022-03-12,employee967@company.com
968.0,Employee_968,40.0,50738.498789346246,Unknown,Finance,Hyderabad,2019-01-10,employee968@company.com
969.0,Employee_969,30.0,50738.498789346246,CloudNine,Marketing,Delhi,,employee969@company.com
970.0,Employee_970,45.0,-5000.0,Unknown,Unknown,Unknown,,employee970@company.com
973.0,Employee_973,35.0,-5000.0,Unknown,Finance,Unknown,,employee973@company.com
975.0,Employee_975,35.0,-5000.0,Unknown,Sales,Delhi,2021-07-20,employee975@company.com
976.0,Employee_976,30.0,50738.498789346246,CloudNine,Sales,Delhi,2019-01-10,employee976@company.com
977.0,Employee_977,45.0,80000.0,TechNova,HR,Unknown,,employee977@company.com
978.0,Employee_978,30.0,80000.0,InnoSoft,Marketing,Pune,2021-07-20,employee978@company.com
982.0,Employee_982,45.0,30000.0,NextGen,Unknown,Unknown,2019-01-10,employee982@company.com
985.0,Employee_985,45.0,30000.0,Unknown,IT,Unknown,2022-03-12,employee985@company.com
988.0,Employee_988,35.0,80000.0,DataWorks,Sales,Mumbai,,employee988@company.com
989.0,Employee_989,30.0,50738.498789346246,TechNova,Sales,Chennai,,employee989@company.com
992.0,Employee_992,25.0,-5000.0,NextGen,Sales,Hyderabad,2022-03-12,employee992@company.com
993.0,Employee_993,45.0,80000.0,InnoSoft,Marketing,Mumbai,,employee993@company.com
994.0,Employee_994,25.0,100000.0,InnoSoft,Finance,Bangalore,2020-05-15,employee994@company.com
996.0,Employee_996,45.0,45000.0,CloudNine,Finance,Chennai,2022-03-12,employee996@company.com
997.0,Employee_997,35.0,-5000.0,NextGen,Sales,Delhi,2022-03-12,employee997@company.com
998.0,Employee_998,40.0,30000.0,DataWorks,Marketing,Unknown,2019-01-10,employee998@company.com
999.0,Employee_999,22.0,60000.0,NextGen,Sales,Pune,2020-05-15,employee999@company.com
1001.0,Employee_1001,35.0,100000.0,CloudNine,Sales,Unknown,2019-01-10,invalid_email
1002.0,Employee_1002,40.0,50738.498789346246,InnoSoft,IT,Mumbai,2022-03-12,employee1002@company.com
1003.0,Employee_1003,45.0,-5000.0,Unknown,HR,Chennai,2019-01-10,employee1003@company.com
1004.0,Employee_1004,25.0,80000.0,Unknown,IT,Bangalore,,employee1004@company.com
1006.0,Employee_1006,35.0,50738.498789346246,DataWorks,Finance,Delhi,2022-03-12,employee1006@company.com
1007.0,Employee_1007,30.0,50738.498789346246,TechNova,Sales,Unknown,2019-01-10,employee1007@company.com
1010.0,Employee_1010,22.0,30000.0,CloudNine,Finance,Delhi,2022-03-12,invalid_email
1011.0,Employee_1011,45.0,45000.0,TechNova,Unknown,Chennai,,employee1011@company.com
1012.0,Employee_1012,45.0,30000.0,DataWorks,Marketing,Delhi,2019-01-10,employee1012@company.com
1013.0,Employee_1013,40.0,100000.0,NextGen,Marketing,Bangalore,,employee1013@company.com
1014.0,Employee_1014,30.0,30000.0,NextGen,HR,Pune,2020-05-15,employee1014@company.com
1017.0,Employee_1017,22.0,-5000.0,DataWorks,Marketing,Unknown,2021-07-20,employee1017@company.com
1019.0,Employee_1019,22.0,80000.0,InnoSoft,Finance,Pune,,employee1019@company.com
1022.0,Employee_1022,45.0,-5000.0,TechNova,Unknown,Hyderabad,,employee1022@company.com
1025.0,Employee_1025,40.0,100000.0,Unknown,Marketing,Pune,2019-01-10,employee1025@company.com
1028.0,Employee_1028,22.0,80000.0,NextGen,Finance,Delhi,2019-01-10,employee1028@company.com
1029.0,Employee_1029,35.0,100000.0,InnoSoft,Unknown,Chennai,2021-07-20,employee1029@company.com
1030.0,Employee_1030,35.0,45000.0,Unknown,IT,Mumbai,2020-05-15,employee1030@company.com
1031.0,Employee_1031,45.0,60000.0,NextGen,Sales,Bangalore,2020-05-15,employee1031@company.com
1032.0,Employee_1032,22.0,100000.0,NextGen,Unknown,Bangalore,2019-01-10,employee1032@company.com
1033.0,Employee_1033,22.0,80000.0,DataWorks,HR,Delhi,,employee1033@company.com
1036.0,Employee_1036,35.0,50738.498789346246,InnoSoft,Marketing,Delhi,2020-05-15,employee1036@company.com
1038.0,Employee_1038,30.0,60000.0,CloudNine,HR,Hyderabad,2019-01-10,employee1038@company.com
1039.0,Employee_1039,35.0,60000.0,Unknown,HR,Hyderabad,,employee1039@company.com
1041.0,Employee_1041,35.0,60000.0,CloudNine,HR,Hyderabad,,employee1041@company.com
1043.0,Employee_1043,45.0,60000.0,NextGen,Marketing,Delhi,2019-01-10,employee1043@company.com
1044.0,Employee_1044,40.0,-5000.0,InnoSoft,Finance,Delhi,2019-01-10,employee1044@company.com
1048.0,Employee_1048,22.0,45000.0,InnoSoft,HR,Unknown,,employee1048@company.com
1052.0,Employee_1052,40.0,50738.498789346246,TechNova,Finance,Pune,2021-07-20,employee1052@company.com
1053.0,Employee_1053,40.0,45000.0,TechNova,IT,Pune,2021-07-20,invalid_email
1054.0,Employee_1054,45.0,60000.0,DataWorks,Unknown,Chennai,2020-05-15,employee1054@company.com
1060.0,Employee_1060,22.0,80000.0,Unknown,Unknown,Hyderabad,2021-07-20,employee1060@company.com
1062.0,Employee_1062,45.0,100000.0,Unknown,Unknown,Unknown,2022-03-12,employee1062@company.com
1063.0,Employee_1063,35.0,80000.0,TechNova,Finance,Unknown,,employee1063@company.com
1065.0,Employee_1065,40.0,45000.0,InnoSoft,Finance,Pune,2022-03-12,invalid_email
1067.0,Employee_1067,35.0,45000.0,Unknown,HR,Chennai,2022-03-12,employee1067@company.com
1068.0,Employee_1068,40.0,100000.0,InnoSoft,Sales,Unknown,2021-07-20,employee1068@company.com
1070.0,Employee_1070,25.0,60000.0,Unknown,Marketing,Hyderabad,,employee1070@company.com
1071.0,Employee_1071,30.0,80000.0,InnoSoft,HR,Unknown,2022-03-12,employee1071@company.com
1072.0,Employee_1072,25.0,80000.0,Unknown,IT,Delhi,,employee1072@company.com
1073.0,Employee_1073,25.0,50738.498789346246,Unknown,Unknown,Delhi,2022-03-12,employee1073@company.com
1074.0,Employee_1074,45.0,30000.0,Unknown,IT,Hyderabad,2022-03-12,employee1074@company.com
1076.0,Employee_1076,22.0,30000.0,DataWorks,IT,Bangalore,2021-07-20,employee1076@company.com
1077.0,Employee_1077,25.0,100000.0,Unknown,HR,Unknown,2020-05-15,employee1077@company.com
1078.0,Employee_1078,22.0,100000.0,TechNova,HR,Chennai,2019-01-10,employee1078@company.com
1079.0,Employee_1079,22.0,50738.498789346246,DataWorks,HR,Unknown,2021-07-20,employee1079@company.com
1081.0,Employee_1081,25.0,80000.0,Unknown,Finance,Unknown,2019-01-10,employee1081@company.com
1082.0,Employee_1082,35.0,45000.0,DataWorks,HR,Delhi,2019-01-10,invalid_email
1084.0,Employee_1084,30.0,30000.0,CloudNine,Sales,Pune,,employee1084@company.com
1085.0,Employee_1085,35.0,100000.0,CloudNine,Marketing,Pune,2020-05-15,employee1085@company.com
1087.0,Employee_1087,45.0,30000.0,TechNova,HR,Unknown,2021-07-20,employee1087@company.com
1091.0,Employee_1091,22.0,45000.0,TechNova,Sales,Pune,2021-07-20,employee1091@company.com
1092.0,Employee_1092,25.0,30000.0,InnoSoft,Finance,Unknown,2021-07-20,employee1092@company.com
1093.0,Employee_1093,35.0,50738.498789346246,NextGen,Marketing,Hyderabad,2020-05-15,employee1093@company.com
1095.0,Employee_1095,35.0,45000.0,NextGen,IT,Delhi,,employee1095@company.com
1097.0,Employee_1097,35.0,30000.0,Unknown,HR,Delhi,2020-05-15,invalid_email
1098.0,Employee_1098,35.0,45000.0,NextGen,IT,Unknown,,employee1098@company.com
1102.0,Employee_1102,40.0,100000.0,NextGen,HR,Bangalore,2021-07-20,employee1102@company.com
1104.0,Employee_1104,22.0,30000.0,Unknown,Sales,Hyderabad,2022-03-12,employee1104@company.com
1105.0,Employee_1105,45.0,80000.0,CloudNine,Finance,Pune,2022-03-12,employee1105@company.com
1106.0,Employee_1106,30.0,45000.0,Unknown,Marketing,Chennai,,employee1106@company.com
1109.0,Employee_1109,30.0,60000.0,InnoSoft,Sales,Bangalore,2019-01-10,employee1109@company.com
1112.0,Employee_1112,25.0,30000.0,Unknown,Sales,Hyderabad,,employee1112@company.com
1115.0,Employee_1115,30.0,45000.0,CloudNine,HR,Pune,2022-03-12,employee1115@company.com
1116.0,Employee_1116,30.0,-5000.0,Unknown,HR,Chennai,,employee1116@company.com
1117.0,Employee_1117,30.0,30000.0,DataWorks,IT,Unknown,2019-01-10,employee1117@company.com
1121.0,Employee_1121,35.0,60000.0,Unknown,Marketing,Unknown,,invalid_email
1122.0,Employee_1122,25.0,30000.0,CloudNine,Unknown,Unknown,,employee1122@company.com
1126.0,Employee_1126,25.0,60000.0,CloudNine,Marketing,Pune,,employee1126@company.com
1129.0,Employee_1129,30.0,-5000.0,Unknown,Unknown,Pune,2019-01-10,employee1129@company.com
1130.0,Employee_1130,45.0,80000.0,Unknown,Finance,Delhi,,employee1130@company.com
1131.0,Employee_1131,25.0,50738.498789346246,InnoSoft,Sales,Unknown,2019-01-10,employee1131@company.com
1132.0,Employee_1132,25.0,50738.498789346246,DataWorks,Marketing,Unknown,,employee1132@company.com
1133.0,Employee_1133,35.0,45000.0,DataWorks,IT,Chennai,2019-01-10,employee1133@company.com
1134.0,Employee_1134,35.0,50738.498789346246,TechNova,Sales,Hyderabad,2020-05-15,employee1134@company.com
1135.0,Employee_1135,22.0,60000.0,TechNova,Sales,Delhi,,employee1135@company.com
1136.0,Employee_1136,30.0,100000.0,Unknown,Sales,Delhi,2019-01-10,employee1136@company.com
1137.0,Employee_1137,30.0,-5000.0,DataWorks,Unknown,Delhi,2022-03-12,employee1137@company.com
1138.0,Employee_1138,22.0,100000.0,DataWorks,Finance,Pune,2021-07-20,employee1138@company.com
1139.0,Employee_1139,35.0,80000.0,DataWorks,Unknown,Unknown,2019-01-10,employee1139@company.com
1140.0,Employee_1140,35.0,-5000.0,Unknown,Unknown,Delhi,,employee1140@company.com
1142.0,Employee_1142,45.0,-5000.0,CloudNine,Marketing,Pune,,employee1142@company.com
1144.0,Employee_1144,40.0,80000.0,Unknown,HR,Bangalore,2022-03-12,employee1144@company.com
1145.0,Employee_1145,35.0,-5000.0,Unknown,HR,Mumbai,2021-07-20,employee1145@company.com
1146.0,Employee_1146,30.0,80000.0,CloudNine,Unknown,Bangalore,2019-01-10,invalid_email
1147.0,Employee_1147,22.0,30000.0,NextGen,Unknown,Hyderabad,,employee1147@company.com
1148.0,Employee_1148,35.0,30000.0,TechNova,HR,Unknown,2022-03-12,employee1148@company.com
1151.0,Employee_1151,35.0,30000.0,NextGen,Sales,Unknown,2021-07-20,employee1151@company.com
1155.0,Employee_1155,30.0,-5000.0,NextGen,Unknown,Bangalore,2019-01-10,employee1155@company.com
1156.0,Employee_1156,30.0,100000.0,InnoSoft,Unknown,Bangalore,2019-01-10,employee1156@company.com
1158.0,Employee_1158,22.0,100000.0,Unknown,Finance,Unknown,2020-05-15,employee1158@company.com
1159.0,Employee_1159,45.0,100000.0,NextGen,Sales,Delhi,,invalid_email
1160.0,Employee_1160,35.0,45000.0,DataWorks,Unknown,Delhi,2020-05-15,employee1160@company.com
1161.0,Employee_1161,30.0,50738.498789346246,NextGen,Marketing,Pune,,employee1161@company.com
1163.0,Employee_1163,40.0,50738.498789346246,Unknown,Unknown,Delhi,,employee1163@company.com
1164.0,Employee_1164,30.0,80000.0,Unknown,HR,Hyderabad,,employee1164@company.com
1165.0,Employee_1165,25.0,60000.0,TechNova,Sales,Pune,,employee1165@company.com
1166.0,Employee_1166,45.0,60000.0,Unknown,Finance,Bangalore,,employee1166@company.com
1167.0,Employee_1167,35.0,80000.0,TechNova,Unknown,Pune,2020-05-15,employee1167@company.com
1171.0,Employee_1171,30.0,80000.0,NextGen,Unknown,Chennai,2019-01-10,employee1171@company.com
1172.0,Employee_1172,35.0,50738.498789346246,NextGen,Marketing,Unknown,2020-05-15,employee1172@company.com
1173.0,Employee_1173,40.0,60000.0,CloudNine,Sales,Delhi,2021-07-20,employee1173@company.com
1174.0,Employee_1174,45.0,-5000.0,TechNova,Unknown,Pune,2019-01-10,employee1174@company.com
1175.0,Employee_1175,22.0,30000.0,Unknown,Finance,Unknown,,employee1175@company.com
1177.0,Employee_1177,25.0,80000.0,TechNova,Sales,Delhi,,employee1177@company.com
1178.0,Employee_1178,45.0,45000.0,Unknown,Unknown,Mumbai,,employee1178@company.com
1181.0,Employee_1181,25.0,60000.0,DataWorks,Marketing,Chennai,2021-07-20,employee1181@company.com
1182.0,Employee_1182,35.0,60000.0,Unknown,Sales,Mumbai,2022-03-12,employee1182@company.com
1183.0,Employee_1183,22.0,100000.0,CloudNine,Finance,Chennai,2021-07-20,employee1183@company.com
1186.0,Employee_1186,40.0,60000.0,CloudNine,HR,Chennai,2019-01-10,employee1186@company.com
1187.0,Employee_1187,30.0,60000.0,Unknown,Marketing,Mumbai,2021-07-20,employee1187@company.com
1188.0,Employee_1188,40.0,30000.0,InnoSoft,Marketing,Unknown,,employee1188@company.com
1190.0,Employee_1190,45.0,-5000.0,Unknown,Unknown,Unknown,,employee1190@company.com
1191.0,Employee_1191,30.0,30000.0,TechNova,Unknown,Mumbai,2020-05-15,employee1191@company.com
1192.0,Employee_1192,35.0,30000.0,Unknown,Unknown,Hyderabad,2022-03-12,employee1192@company.com
1193.0,Employee_1193,40.0,60000.0,CloudNine,IT,Unknown,2020-05-15,employee1193@company.com
1194.0,Employee_1194,40.0,-5000.0,TechNova,Unknown,Chennai,,employee1194@company.com
1195.0,Employee_1195,25.0,50738.498789346246,Unknown,Sales,Bangalore,2020-05-15,employee1195@company.com
1196.0,Employee_1196,35.0,30000.0,InnoSoft,Marketing,Mumbai,2021-07-20,employee1196@company.com
1197.0,Employee_1197,35.0,30000.0,Unknown,IT,Unknown,2022-03-12,employee1197@company.com
1198.0,Employee_1198,35.0,60000.0,CloudNine,Marketing,Mumbai,,employee1198@company.com
1199.0,Employee_1199,45.0,60000.0,DataWorks,Unknown,Unknown,2020-05-15,employee1199@company.com
1201.0,Employee_1201,30.0,60000.0,CloudNine,Finance,Hyderabad,2021-07-20,employee1201@company.com
1202.0,Employee_1202,30.0,60000.0,DataWorks,Unknown,Hyderabad,,employee1202@company.com
1203.0,Employee_1203,40.0,45000.0,NextGen,Marketing,Pune,2019-01-10,employee1203@company.com
1204.0,Employee_1204,35.0,45000.0,Unknown,Marketing,Pune,2019-01-10,employee1204@company.com
1208.0,Employee_1208,22.0,-5000.0,Unknown,HR,Unknown,2022-03-12,employee1208@company.com
1209.0,Employee_1209,30.0,80000.0,Unknown,Sales,Unknown,,employee1209@company.com
1210.0,Employee_1210,30.0,30000.0,InnoSoft,Sales,Delhi,,employee1210@company.com
1212.0,Employee_1212,25.0,45000.0,InnoSoft,IT,Delhi,2021-07-20,invalid_email
1213.0,Employee_1213,30.0,60000.0,Unknown,Unknown,Mumbai,,employee1213@company.com
1214.0,Employee_1214,25.0,30000.0,Unknown,Finance,Hyderabad,2021-07-20,invalid_email
1215.0,Employee_1215,30.0,80000.0,NextGen,Finance,Hyderabad,2019-01-10,employee1215@company.com
,Employee_1216,40.0,45000.0,DataWorks,IT,Pune,,employee1216@company.com
1220.0,Employee_1220,40.0,30000.0,DataWorks,HR,Bangalore,,employee1220@company.com
1221.0,Employee_1221,25.0,80000.0,InnoSoft,Marketing,Unknown,2019-01-10,employee1221@company.com
1222.0,Employee_1222,22.0,100000.0,TechNova,Marketing,Unknown,2019-01-10,employee1222@company.com
,Employee_1223,22.0,45000.0,InnoSoft,Unknown,Pune,2021-07-20,employee1223@company.com
1228.0,Employee_1228,35.0,50738.498789346246,CloudNine,Unknown,Pune,2022-03-12,employee1228@company.com
1229.0,Employee_1229,40.0,60000.0,TechNova,Sales,Hyderabad,2019-01-10,employee1229@company.com
1230.0,Employee_1230,22.0,100000.0,InnoSoft,HR,Unknown,,employee1230@company.com
1231.0,Employee_1231,40.0,100000.0,Unknown,Finance,Hyderabad,2019-01-10,employee1231@company.com
1232.0,Employee_1232,40.0,-5000.0,Unknown,Unknown,Pune,,invalid_email
1233.0,Employee_1233,30.0,60000.0,InnoSoft,Marketing,Unknown,,employee1233@company.com
1234.0,Employee_1234,25.0,100000.0,CloudNine,Unknown,Chennai,2020-05-15,invalid_email
1236.0,Employee_1236,45.0,45000.0,Unknown,Unknown,Delhi,2022-03-12,employee1236@company.com
1238.0,Employee_1238,35.0,50738.498789346246,TechNova,HR,Hyderabad,2019-01-10,employee1238@company.com
1240.0,Employee_1240,40.0,80000.0,InnoSoft,Unknown,Unknown,2020-05-15,employee1240@company.com
1241.0,Employee_1241,25.0,50738.498789346246,Unknown,HR,Unknown,,invalid_email
1242.0,Employee_1242,25.0,50738.498789346246,NextGen,IT,Unknown,,employee1242@company.com
1243.0,Employee_1243,30.0,30000.0,InnoSoft,IT,Mumbai,,employee1243@company.com
1245.0,Employee_1245,22.0,60000.0,TechNova,HR,Mumbai,,invalid_email
1246.0,Employee_1246,22.0,80000.0,Unknown,Marketing,Unknown,,employee1246@company.com
1247.0,Employee_1247,40.0,50738.498789346246,InnoSoft,Marketing,Bangalore,2021-07-20,employee1247@company.com
1248.0,Employee_1248,30.0,50738.498789346246,InnoSoft,Marketing,Mumbai,2020-05-15,employee1248@company.com
1249.0,Employee_1249,25.0,-5000.0,Unknown,Marketing,Unknown,2021-07-20,employee1249@company.com
1250.0,Employee_1250,22.0,-5000.0,DataWorks,Unknown,Unknown,2020-05-15,employee1250@company.com
1251.0,Employee_1251,45.0,30000.0,InnoSoft,Finance,Bangalore,,employee1251@company.com
1255.0,Employee_1255,45.0,80000.0,Unknown,Sales,Pune,,employee1255@company.com
1257.0,Employee_1257,25.0,50738.498789346246,InnoSoft,HR,Bangalore,,employee1257@company.com
1259.0,Employee_1259,22.0,50738.498789346246,Unknown,Unknown,Unknown,2020-05-15,employee1259@company.com
1260.0,Employee_1260,30.0,100000.0,Unknown,Marketing,Pune,,invalid_email
1261.0,Employee_1261,25.0,80000.0,TechNova,Marketing,Hyderabad,2020-05-15,employee1261@company.com
1262.0,Employee_1262,45.0,60000.0,TechNova,IT,Bangalore,,employee1262@company.com
1263.0,Employee_1263,40.0,-5000.0,CloudNine,Unknown,Bangalore,2019-01-10,employee1263@company.com
1264.0,Employee_1264,40.0,80000.0,CloudNine,Unknown,Bangalore,2022-03-12,employee1264@company.com
1265.0,Employee_1265,45.0,30000.0,Unknown,Marketing,Unknown,2021-07-20,employee1265@company.com
1271.0,Employee_1271,45.0,100000.0,TechNova,Sales,Unknown,2019-01-10,employee1271@company.com
1273.0,Employee_1273,25.0,45000.0,TechNova,Finance,Unknown,2019-01-10,employee1273@company.com
1275.0,Employee_1275,40.0,45000.0,InnoSoft,Finance,Unknown,2022-03-12,employee1275@company.com
1277.0,Employee_1277,25.0,50738.498789346246,Unknown,Sales,Bangalore,2021-07-20,employee1277@company.com
1278.0,Employee_1278,45.0,30000.0,InnoSoft,Marketing,Bangalore,2022-03-12,employee1278@company.com
1280.0,Employee_1280,25.0,30000.0,InnoSoft,Unknown,Delhi,2022-03-12,employee1280@company.com
1281.0,Employee_1281,35.0,60000.0,InnoSoft,HR,Mumbai,2021-07-20,employee1281@company.com
1285.0,Employee_1285,40.0,50738.498789346246,NextGen,Unknown,Pune,2019-01-10,employee1285@company.com
1294.0,Employee_1294,30.0,100000.0,TechNova,Unknown,Unknown,,employee1294@company.com
1295.0,Employee_1295,30.0,60000.0,InnoSoft,IT,Pune,2019-01-10,employee1295@company.com
1296.0,Employee_1296,22.0,100000.0,Unknown,Sales,Pune,,employee1296@company.com
1299.0,Employee_1299,30.0,50738.498789346246,TechNova,Unknown,Pune,2019-01-10,employee1299@company.com
1300.0,Employee_1300,40.0,60000.0,InnoSoft,IT,Pune,2022-03-12,employee1300@company.com
1301.0,Employee_1301,25.0,80000.0,Unknown,IT,Unknown,2019-01-10,employee1301@company.com
1303.0,Employee_1303,22.0,30000.0,DataWorks,Finance,Unknown,,employee1303@company.com
,Employee_1304,40.0,30000.0,InnoSoft,Sales,Mumbai,,invalid_email
1305.0,Employee_1305,45.0,30000.0,InnoSoft,IT,Hyderabad,2020-05-15,employee1305@company.com
1306.0,Employee_1306,40.0,60000.0,CloudNine,HR,Pune,2021-07-20,employee1306@company.com
1308.0,Employee_1308,40.0,80000.0,TechNova,Sales,Chennai,2020-05-15,employee1308@company.com
1310.0,Employee_1310,35.0,100000.0,DataWorks,Finance,Pune,2022-03-12,employee1310@company.com
1312.0,Employee_1312,30.0,60000.0,InnoSoft,IT,Delhi,,employee1312@company.com
1313.0,Employee_1313,22.0,60000.0,Unknown,IT,Hyderabad,2020-05-15,employee1313@company.com
1315.0,Employee_1315,25.0,100000.0,Unknown,Marketing,Unknown,2021-07-20,employee1315@company.com
1320.0,Employee_1320,25.0,100000.0,Unknown,Finance,Unknown,,invalid_email
1322.0,Employee_1322,30.0,30000.0,DataWorks,Unknown,Unknown,2020-05-15,employee1322@company.com
1323.0,Employee_1323,45.0,-5000.0,NextGen,IT,Mumbai,2021-07-20,employee1323@company.com
1325.0,Employee_1325,25.0,45000.0,DataWorks,Unknown,Bangalore,,employee1325@company.com
1328.0,Employee_1328,35.0,50738.498789346246,TechNova,IT,Unknown,2019-01-10,employee1328@company.com
1330.0,Employee_1330,45.0,-5000.0,DataWorks,Unknown,Unknown,,employee1330@company.com
1331.0,Employee_1331,35.0,60000.0,CloudNine,Marketing,Delhi,,employee1331@company.com
1332.0,Employee_1332,40.0,-5000.0,NextGen,Unknown,Pune,2020-05-15,employee1332@company.com
1333.0,Employee_1333,22.0,80000.0,InnoSoft,Finance,Mumbai,2022-03-12,employee1333@company.com
1336.0,Employee_1336,35.0,80000.0,InnoSoft,Sales,Chennai,,employee1336@company.com
1337.0,Employee_1337,22.0,50738.498789346246,InnoSoft,IT,Delhi,2019-01-10,invalid_email
1338.0,Employee_1338,25.0,100000.0,TechNova,Finance,Delhi,,employee1338@company.com
1339.0,Employee_1339,35.0,50738.498789346246,Unknown,Unknown,Chennai,2022-03-12,employee1339@company.com
1340.0,Employee_1340,40.0,50738.498789346246,NextGen,Finance,Mumbai,2019-01-10,employee1340@company.com
1341.0,Employee_1341,40.0,-5000.0,Unknown,HR,Bangalore,2021-07-20,employee1341@company.com
1343.0,Employee_1343,25.0,45000.0,Unknown,Unknown,Mumbai,,employee1343@company.com
1346.0,Employee_1346,45.0,100000.0,DataWorks,Unknown,Unknown,2021-07-20,employee1346@company.com
,Employee_1347,45.0,100000.0,Unknown,Unknown,Unknown,2019-01-10,employee1347@company.com
1348.0,Employee_1348,30.0,80000.0,Unknown,HR,Bangalore,2021-07-20,employee1348@company.com
1350.0,Employee_1350,40.0,50738.498789346246,Unknown,Sales,Unknown,,employee1350@company.com
1351.0,Employee_1351,45.0,80000.0,NextGen,Marketing,Chennai,2021-07-20,employee1351@company.com
1352.0,Employee_1352,25.0,80000.0,Unknown,Marketing,Hyderabad,2021-07-20,employee1352@company.com
,Employee_1353,30.0,80000.0,Unknown,HR,Chennai,,employee1353@company.com
1354.0,Employee_1354,25.0,-5000.0,DataWorks,IT,Unknown,2019-01-10,employee1354@company.com
1356.0,Employee_1356,40.0,-5000.0,Unknown,Sales,Bangalore,2019-01-10,employee1356@company.com
1359.0,Employee_1359,45.0,-5000.0,NextGen,HR,Delhi,2021-07-20,employee1359@company.com
1360.0,Employee_1360,25.0,60000.0,NextGen,Unknown,Unknown,,employee1360@company.com
1361.0,Employee_1361,25.0,45000.0,NextGen,Marketing,Hyderabad,,employee1361@company.com
1363.0,Employee_1363,25.0,-5000.0,InnoSoft,Sales,Chennai,,employee1363@company.com
1366.0,Employee_1366,25.0,-5000.0,DataWorks,Sales,Unknown,,employee1366@company.com
1368.0,Employee_1368,35.0,50738.498789346246,Unknown,Unknown,Bangalore,2021-07-20,employee1368@company.com
1370.0,Employee_1370,25.0,45000.0,InnoSoft,IT,Unknown,2019-01-10,employee1370@company.com
1371.0,Employee_1371,25.0,60000.0,CloudNine,Marketing,Bangalore,,employee1371@company.com
1373.0,Employee_1373,35.0,45000.0,NextGen,Unknown,Delhi,2022-03-12,employee1373@company.com
1378.0,Employee_1378,30.0,50738.498789346246,InnoSoft,Finance,Hyderabad,2022-03-12,employee1378@company.com
1379.0,Employee_1379,40.0,80000.0,TechNova,Unknown,Unknown,2022-03-12,employee1379@company.com
1384.0,Employee_1384,45.0,100000.0,Unknown,Unknown,Mumbai,2020-05-15,employee1384@company.com
1387.0,Employee_1387,35.0,30000.0,Unknown,HR,Mumbai,2021-07-20,employee1387@company.com
1388.0,Employee_1388,45.0,45000.0,Unknown,Unknown,Unknown,2020-05-15,employee1388@company.com
1389.0,Employee_1389,45.0,60000.0,NextGen,Sales,Bangalore,,invalid_email
1390.0,Employee_1390,25.0,100000.0,TechNova,HR,Chennai,2019-01-10,employee1390@company.com
1391.0,Employee_1391,45.0,30000.0,InnoSoft,Unknown,Chennai,,employee1391@company.com
1392.0,Employee_1392,30.0,60000.0,TechNova,Sales,Delhi,,employee1392@company.com
1393.0,Employee_1393,22.0,100000.0,Unknown,IT,Unknown,2021-07-20,employee1393@company.com
1394.0,Employee_1394,35.0,60000.0,Unknown,IT,Bangalore,2020-05-15,employee1394@company.com
1395.0,Employee_1395,22.0,45000.0,CloudNine,IT,Mumbai,2021-07-20,employee1395@company.com
1396.0,Employee_1396,25.0,100000.0,CloudNine,HR,Chennai,,invalid_email
1397.0,Employee_1397,45.0,80000.0,CloudNine,Finance,Delhi,2019-01-10,employee1397@company.com
1398.0,Employee_1398,35.0,100000.0,NextGen,Unknown,Unknown,,employee1398@company.com
1400.0,Employee_1400,25.0,100000.0,DataWorks,Finance,Delhi,2021-07-20,employee1400@company.com
1401.0,Employee_1401,22.0,45000.0,CloudNine,Unknown,Mumbai,,invalid_email
1402.0,Employee_1402,25.0,30000.0,InnoSoft,Marketing,Bangalore,2021-07-20,invalid_email
1403.0,Employee_1403,35.0,60000.0,InnoSoft,Sales,Unknown,2022-03-12,employee1403@company.com
1406.0,Employee_1406,25.0,30000.0,DataWorks,Marketing,Unknown,2021-07-20,invalid_email
1408.0,Employee_1408,35.0,50738.498789346246,CloudNine,Unknown,Unknown,2019-01-10,invalid_email
1411.0,Employee_1411,40.0,30000.0,NextGen,Unknown,Hyderabad,2019-01-10,employee1411@company.com
1412.0,Employee_1412,40.0,-5000.0,Unknown,Sales,Delhi,,invalid_email
1414.0,Employee_1414,40.0,-5000.0,NextGen,Marketing,Unknown,,employee1414@company.com
1416.0,Employee_1416,35.0,-5000.0,NextGen,Finance,Hyderabad,,employee1416@company.com
1417.0,Employee_1417,40.0,-5000.0,Unknown,Unknown,Mumbai,2019-01-10,employee1417@company.com
1418.0,Employee_1418,30.0,80000.0,CloudNine,IT,Unknown,2019-01-10,employee1418@company.com
1421.0,Employee_1421,30.0,-5000.0,NextGen,Unknown,Mumbai,2020-05-15,employee1421@company.com
1423.0,Employee_1423,22.0,50738.498789346246,Unknown,Unknown,Hyderabad,,employee1423@company.com
1424.0,Employee_1424,25.0,100000.0,CloudNine,IT,Pune,2020-05-15,employee1424@company.com
1427.0,Employee_1427,30.0,100000.0,TechNova,IT,Delhi,,employee1427@company.com
1428.0,Employee_1428,45.0,45000.0,CloudNine,Unknown,Mumbai,,employee1428@company.com
1429.0,Employee_1429,25.0,30000.0,InnoSoft,Sales,Unknown,,employee1429@company.com
1430.0,Employee_1430,22.0,100000.0,CloudNine,Unknown,Unknown,2021-07-20,employee1430@company.com
