employee_id,employee_name,age,salary,company_name,department,city,joining_date,email.
1201.0,Employee_1201,30.0,60000.0,CloudNine,Finance,Hyderabad,2021-07-20,employee1201@company.com
1202.0,Employee_1202,30.0,60000.0,DataWorks,,Hyderabad,,employee1202@company.com
1203.0,Employee_1203,40.0,45000.0,NextGen,Marketing,Pune,2019-01-10,employee1203@company.com
1204.0,Employee_1204,35.0,45000.0,,Marketing,Pune,2019-01-10,employee1204@company.com
1205.0,Employee_1205,-1.0,-5000.0,InnoSoft,Sales,Bangalore,2019-01-10,employee1205@company.com
1206.0,Employee_1206,150.0,60000.0,DataWorks,Marketing,Pune,2022-03-12,invalid_email
1207.0,Employee_1207,150.0,-5000.0,TechNova,HR,Chennai,,employee1207@company.com
1208.0,Employee_1208,22.0,-5000.0,,HR,,2022-03-12,employee1208@company.com
1209.0,Employee_1209,30.0,80000.0,,Sales,,invalid_date,employee1209@company.com
1210.0,Employee_1210,30.0,30000.0,InnoSoft,Sales,Delhi,invalid_date,employee1210@company.com
1211.0,Employee_1211,-1.0,100000.0,,,Chennai,2021-07-20,employee1211@company.com
1212.0,Employee_1212,25.0,45000.0,InnoSoft,IT,Delhi,2021-07-20,invalid_email
1213.0,Employee_1213,30.0,60000.0,,,Mumbai,,employee1213@company.com
1214.0,Employee_1214,25.0,30000.0,,Finance,Hyderabad,2021-07-20,invalid_email
1215.0,Employee_1215,30.0,80000.0,NextGen,Finance,Hyderabad,2019-01-10,employee1215@company.com
,Employee_1216,40.0,45000.0,DataWorks,IT,Pune,,employee1216@company.com
1217.0,Employee_1217,150.0,45000.0,,Marketing,Delhi,2021-07-20,employee1217@company.com
1218.0,Employee_1218,,45000.0,CloudNine,HR,,2021-07-20,employee1218@company.com
1219.0,Employee_1219,-1.0,45000.0,,,Bangalore,2020-05-15,employee1219@company.com
1220.0,Employee_1220,40.0,30000.0,DataWorks,HR,Bangalore,,employee1220@company.com
1221.0,Employee_1221,25.0,80000.0,InnoSoft,Marketing,,2019-01-10,employee1221@company.com
1222.0,Employee_1222,22.0,100000.0,TechNova,Marketing,,2019-01-10,employee1222@company.com
,Employee_1223,22.0,45000.0,InnoSoft,,Pune,2021-07-20,employee1223@company.com
1224.0,,22.0,-5000.0,TechNova,Sales,Hyderabad,,employee1224@company.com
1225.0,Employee_1225,-1.0,-5000.0,InnoSoft,Finance,Hyderabad,2022-03-12,employee1225@company.com
1226.0,Employee_1226,150.0,30000.0,TechNova,,Mumbai,2019-01-10,employee1226@company.com
1227.0,Employee_1227,,45000.0,TechNova,HR,Mumbai,2020-05-15,employee1227@company.com
1228.0,Employee_1228,35.0,,CloudNine,,Pune,2022-03-12,employee1228@company.com
1229.0,Employee_1229,40.0,60000.0,TechNova,Sales,Hyderabad,2019-01-10,employee1229@company.com
1230.0,Employee_1230,22.0,100000.0,InnoSoft,HR,,invalid_date,employee1230@company.com
1231.0,Employee_1231,40.0,100000.0,,Finance,Hyderabad,2019-01-10,employee1231@company.com
1232.0,Employee_1232,40.0,-5000.0,,,Pune,,invalid_email
1233.0,Employee_1233,30.0,60000.0,InnoSoft,Marketing,,,employee1233@company.com
1234.0,Employee_1234,25.0,100000.0,CloudNine,,Chennai,2020-05-15,invalid_email
1235.0,Employee_1235,,60000.0,DataWorks,Marketing,,2022-03-12,employee1235@company.com
1236.0,Employee_1236,45.0,45000.0,,,Delhi,2022-03-12,employee1236@company.com
1237.0,Employee_1237,150.0,100000.0,,HR,,2019-01-10,employee1237@company.com
1238.0,Employee_1238,35.0,,TechNova,HR,Hyderabad,2019-01-10,employee1238@company.com
1239.0,Employee_1239,-1.0,45000.0,TechNova,IT,Hyderabad,2021-07-20,employee1239@company.com
1240.0,Employee_1240,40.0,80000.0,InnoSoft,,,2020-05-15,employee1240@company.com
1241.0,Employee_1241,25.0,,,HR,,,invalid_email
1242.0,Employee_1242,25.0,,NextGen,IT,,,employee1242@company.com
1243.0,Employee_1243,30.0,30000.0,InnoSoft,IT,Mumbai,invalid_date,employee1243@company.com
1244.0,Employee_1244,-1.0,,InnoSoft,,Chennai,2022-03-12,employee1244@company.com
1245.0,Employee_1245,22.0,60000.0,TechNova,HR,Mumbai,,invalid_email
1246.0,Employee_1246,22.0,80000.0,,Marketing,,invalid_date,employee1246@company.com
1247.0,Employee_1247,40.0,,InnoSoft,Marketing,Bangalore,2021-07-20,employee1247@company.com
1248.0,Employee_1248,30.0,,InnoSoft,Marketing,Mumbai,2020-05-15,employee1248@company.com
1249.0,Employee_1249,25.0,-5000.0,,Marketing,,2021-07-20,employee1249@company.com
1250.0,Employee_1250,22.0,-5000.0,DataWorks,,,2020-05-15,employee1250@company.com
1251.0,Employee_1251,45.0,30000.0,InnoSoft,Finance,Bangalore,invalid_date,employee1251@company.com
1252.0,,40.0,45000.0,NextGen,HR,Mumbai,2020-05-15,employee1252@company.com
1253.0,Employee_1253,-1.0,30000.0,TechNova,Finance,Pune,2021-07-20,invalid_email
1254.0,Employee_1254,,100000.0,InnoSoft,Finance,,,employee1254@company.com
1255.0,Employee_1255,45.0,80000.0,,Sales,Pune,invalid_date,employee1255@company.com
1256.0,Employee_1256,,80000.0,NextGen,,Mumbai,2021-07-20,employee1256@company.com
1257.0,Employee_1257,25.0,,InnoSoft,HR,Bangalore,,employee1257@company.com
1258.0,Employee_1258,150.0,-5000.0,DataWorks,Marketing,Bangalore,2021-07-20,employee1258@company.com
1259.0,Employee_1259,22.0,,,,,2020-05-15,employee1259@company.com
1260.0,Employee_1260,30.0,100000.0,,Marketing,Pune,,invalid_email
1261.0,Employee_1261,25.0,80000.0,TechNova,Marketing,Hyderabad,2020-05-15,employee1261@company.com
1262.0,Employee_1262,45.0,60000.0,TechNova,IT,Bangalore,,employee1262@company.com
1263.0,Employee_1263,40.0,-5000.0,CloudNine,,Bangalore,2019-01-10,employee1263@company.com
1264.0,Employee_1264,40.0,80000.0,CloudNine,,Bangalore,2022-03-12,employee1264@company.com
1265.0,Employee_1265,45.0,30000.0,,Marketing,,2021-07-20,employee1265@company.com
1266.0,,22.0,,,HR,Mumbai,2020-05-15,employee1266@company.com
1267.0,Employee_1267,,-5000.0,TechNova,HR,,,employee1267@company.com
1268.0,Employee_1268,150.0,-5000.0,CloudNine,IT,Pune,2020-05-15,employee1268@company.com
1269.0,Employee_1269,,45000.0,CloudNine,Finance,Pune,2021-07-20,employee1269@company.com
1270.0,Employee_1270,-1.0,30000.0,DataWorks,Marketing,Mumbai,invalid_date,employee1270@company.com
1271.0,Employee_1271,45.0,100000.0,TechNova,Sales,,2019-01-10,employee1271@company.com
1272.0,Employee_1272,-1.0,45000.0,TechNova,HR,Mumbai,,employee1272@company.com
1273.0,Employee_1273,25.0,45000.0,TechNova,Finance,,2019-01-10,employee1273@company.com
1274.0,Employee_1274,150.0,45000.0,,Finance,Bangalore,,invalid_email
1275.0,Employee_1275,40.0,45000.0,InnoSoft,Finance,,2022-03-12,employee1275@company.com
1276.0,Employee_1276,,60000.0,,Sales,,,invalid_email
1277.0,Employee_1277,25.0,,,Sales,Bangalore,2021-07-20,employee1277@company.com
1278.0,Employee_1278,45.0,30000.0,InnoSoft,Marketing,Bangalore,2022-03-12,employee1278@company.com
1279.0,Employee_1279,,60000.0,NextGen,,Mumbai,2022-03-12,employee1279@company.com
1280.0,Employee_1280,25.0,30000.0,InnoSoft,,Delhi,2022-03-12,employee1280@company.com
1281.0,Employee_1281,35.0,60000.0,InnoSoft,HR,Mumbai,2021-07-20,employee1281@company.com
,Employee_1282,150.0,-5000.0,,IT,,,employee1282@company.com
1283.0,Employee_1283,150.0,80000.0,NextGen,,Hyderabad,2019-01-10,employee1283@company.com
1284.0,Employee_1284,150.0,100000.0,InnoSoft,Sales,,2022-03-12,employee1284@company.com
1285.0,Employee_1285,40.0,,NextGen,,Pune,2019-01-10,employee1285@company.com
1286.0,Employee_1286,,30000.0,CloudNine,,Pune,,employee1286@company.com
1287.0,,40.0,-5000.0,CloudNine,HR,Delhi,,employee1287@company.com
1288.0,Employee_1288,-1.0,30000.0,DataWorks,,,2022-03-12,employee1288@company.com
1289.0,Employee_1289,,30000.0,DataWorks,,Delhi,invalid_date,employee1289@company.com
1290.0,Employee_1290,,,InnoSoft,IT,,2019-01-10,invalid_email
1291.0,Employee_1291,150.0,-5000.0,,Sales,Hyderabad,2021-07-20,employee1291@company.com
1292.0,Employee_1292,150.0,80000.0,InnoSoft,Sales,,,invalid_email
1293.0,Employee_1293,,,InnoSoft,Marketing,Hyderabad,invalid_date,employee1293@company.com
1294.0,Employee_1294,30.0,100000.0,TechNova,,,,employee1294@company.com
1295.0,Employee_1295,30.0,60000.0,InnoSoft,IT,Pune,2019-01-10,employee1295@company.com
1296.0,Employee_1296,22.0,100000.0,,Sales,Pune,invalid_date,employee1296@company.com
1297.0,Employee_1297,-1.0,,,,Hyderabad,2020-05-15,employee1297@company.com
1298.0,Employee_1298,150.0,-5000.0,InnoSoft,,,,employee1298@company.com
1299.0,Employee_1299,30.0,,TechNova,,Pune,2019-01-10,employee1299@company.com
1300.0,Employee_1300,40.0,60000.0,InnoSoft,IT,Pune,2022-03-12,employee1300@company.com
1301.0,Employee_1301,25.0,80000.0,,IT,,2019-01-10,employee1301@company.com
1302.0,Employee_1302,,80000.0,DataWorks,,,,employee1302@company.com
1303.0,Employee_1303,22.0,30000.0,DataWorks,Finance,,invalid_date,employee1303@company.com
,Employee_1304,40.0,30000.0,InnoSoft,Sales,Mumbai,invalid_date,invalid_email
1305.0,Employee_1305,45.0,30000.0,InnoSoft,IT,Hyderabad,2020-05-15,employee1305@company.com
1306.0,Employee_1306,40.0,60000.0,CloudNine,HR,Pune,2021-07-20,employee1306@company.com
1307.0,Employee_1307,-1.0,80000.0,NextGen,Marketing,Delhi,2021-07-20,employee1307@company.com
1308.0,Employee_1308,40.0,80000.0,TechNova,Sales,Chennai,2020-05-15,employee1308@company.com
1309.0,Employee_1309,-1.0,80000.0,NextGen,,Chennai,,employee1309@company.com
1310.0,Employee_1310,35.0,100000.0,DataWorks,Finance,Pune,2022-03-12,employee1310@company.com
1311.0,Employee_1311,,60000.0,NextGen,,Hyderabad,2022-03-12,invalid_email
1312.0,Employee_1312,30.0,60000.0,InnoSoft,IT,Delhi,,employee1312@company.com
1313.0,Employee_1313,22.0,60000.0,,IT,Hyderabad,2020-05-15,employee1313@company.com
1314.0,Employee_1314,150.0,30000.0,CloudNine,Finance,Delhi,invalid_date,employee1314@company.com
1315.0,Employee_1315,25.0,100000.0,,Marketing,,2021-07-20,employee1315@company.com
1316.0,,-1.0,80000.0,TechNova,Finance,,2019-01-10,employee1316@company.com
1317.0,Employee_1317,,45000.0,NextGen,IT,Chennai,2019-01-10,employee1317@company.com
1318.0,Employee_1318,-1.0,60000.0,InnoSoft,,,2019-01-10,employee1318@company.com
1319.0,,22.0,30000.0,CloudNine,IT,,,employee1319@company.com
1320.0,Employee_1320,25.0,100000.0,,Finance,,invalid_date,invalid_email
1321.0,Employee_1321,-1.0,-5000.0,,IT,Hyderabad,invalid_date,employee1321@company.com
1322.0,Employee_1322,30.0,30000.0,DataWorks,,,2020-05-15,employee1322@company.com
1323.0,Employee_1323,45.0,-5000.0,NextGen,IT,Mumbai,2021-07-20,employee1323@company.com
1324.0,,40.0,30000.0,DataWorks,Finance,,2021-07-20,employee1324@company.com
1325.0,Employee_1325,25.0,45000.0,DataWorks,,Bangalore,,employee1325@company.com
1326.0,Employee_1326,-1.0,,TechNova,Sales,Delhi,invalid_date,employee1326@company.com
1327.0,Employee_1327,-1.0,45000.0,TechNova,Finance,Chennai,,invalid_email
1328.0,Employee_1328,35.0,,TechNova,IT,,2019-01-10,employee1328@company.com
1329.0,Employee_1329,,45000.0,CloudNine,IT,Hyderabad,2020-05-15,employee1329@company.com
1330.0,Employee_1330,45.0,-5000.0,DataWorks,,,,employee1330@company.com
1331.0,Employee_1331,35.0,60000.0,CloudNine,Marketing,Delhi,,employee1331@company.com
1332.0,Employee_1332,40.0,-5000.0,NextGen,,Pune,2020-05-15,employee1332@company.com
1333.0,Employee_1333,22.0,80000.0,InnoSoft,Finance,Mumbai,2022-03-12,employee1333@company.com
1334.0,Employee_1334,150.0,30000.0,DataWorks,Marketing,Delhi,2020-05-15,employee1334@company.com
1335.0,Employee_1335,-1.0,60000.0,DataWorks,IT,Mumbai,,employee1335@company.com
1336.0,Employee_1336,35.0,80000.0,InnoSoft,Sales,Chennai,invalid_date,employee1336@company.com
1337.0,Employee_1337,22.0,,InnoSoft,IT,Delhi,2019-01-10,invalid_email
1338.0,Employee_1338,25.0,100000.0,TechNova,Finance,Delhi,invalid_date,employee1338@company.com
1339.0,Employee_1339,35.0,,,,Chennai,2022-03-12,employee1339@company.com
1340.0,Employee_1340,40.0,,NextGen,Finance,Mumbai,2019-01-10,employee1340@company.com
1341.0,Employee_1341,40.0,-5000.0,,HR,Bangalore,2021-07-20,employee1341@company.com
1342.0,Employee_1342,-1.0,45000.0,TechNova,,,2022-03-12,employee1342@company.com
1343.0,Employee_1343,25.0,45000.0,,,Mumbai,invalid_date,employee1343@company.com
1344.0,,35.0,80000.0,TechNova,IT,Mumbai,invalid_date,employee1344@company.com
1345.0,Employee_1345,150.0,45000.0,,HR,Pune,2019-01-10,employee1345@company.com
1346.0,Employee_1346,45.0,100000.0,DataWorks,,,2021-07-20,employee1346@company.com
,Employee_1347,45.0,100000.0,,,,2019-01-10,employee1347@company.com
1348.0,Employee_1348,30.0,80000.0,,HR,Bangalore,2021-07-20,employee1348@company.com
1349.0,Employee_1349,,60000.0,InnoSoft,,Pune,2020-05-15,employee1349@company.com
1350.0,Employee_1350,40.0,,,Sales,,invalid_date,employee1350@company.com
1351.0,Employee_1351,45.0,80000.0,NextGen,Marketing,Chennai,2021-07-20,employee1351@company.com
1352.0,Employee_1352,25.0,80000.0,,Marketing,Hyderabad,2021-07-20,employee1352@company.com
,Employee_1353,30.0,80000.0,,HR,Chennai,invalid_date,employee1353@company.com
1354.0,Employee_1354,25.0,-5000.0,DataWorks,IT,,2019-01-10,employee1354@company.com
1355.0,Employee_1355,-1.0,60000.0,TechNova,Marketing,Hyderabad,,employee1355@company.com
1356.0,Employee_1356,40.0,-5000.0,,Sales,Bangalore,2019-01-10,employee1356@company.com
1357.0,Employee_1357,,100000.0,TechNova,Finance,Delhi,2019-01-10,employee1357@company.com
1358.0,Employee_1358,,80000.0,CloudNine,IT,Chennai,2021-07-20,employee1358@company.com
1359.0,Employee_1359,45.0,-5000.0,NextGen,HR,Delhi,2021-07-20,employee1359@company.com
1360.0,Employee_1360,25.0,60000.0,NextGen,,,invalid_date,employee1360@company.com
1361.0,Employee_1361,25.0,45000.0,NextGen,Marketing,Hyderabad,invalid_date,employee1361@company.com
1362.0,Employee_1362,,80000.0,CloudNine,Marketing,,2019-01-10,employee1362@company.com
1363.0,Employee_1363,25.0,-5000.0,InnoSoft,Sales,Chennai,,employee1363@company.com
1364.0,Employee_1364,150.0,100000.0,DataWorks,IT,,2020-05-15,employee1364@company.com
,Employee_1365,150.0,80000.0,,IT,Pune,2019-01-10,employee1365@company.com
1366.0,Employee_1366,25.0,-5000.0,DataWorks,Sales,,,employee1366@company.com
1367.0,Employee_1367,150.0,,,IT,Delhi,invalid_date,employee1367@company.com
1368.0,Employee_1368,35.0,,,,Bangalore,2021-07-20,employee1368@company.com
1369.0,Employee_1369,-1.0,100000.0,,HR,Pune,2019-01-10,invalid_email
1370.0,Employee_1370,25.0,45000.0,InnoSoft,IT,,2019-01-10,employee1370@company.com
1371.0,Employee_1371,25.0,60000.0,CloudNine,Marketing,Bangalore,,employee1371@company.com
1372.0,Employee_1372,-1.0,-5000.0,,Sales,Pune,2022-03-12,employee1372@company.com
1373.0,Employee_1373,35.0,45000.0,NextGen,,Delhi,2022-03-12,employee1373@company.com
1374.0,Employee_1374,-1.0,60000.0,,Finance,,2022-03-12,employee1374@company.com
1375.0,Employee_1375,,45000.0,TechNova,Finance,,2019-01-10,employee1375@company.com
,Employee_1376,-1.0,30000.0,DataWorks,HR,,,employee1376@company.com
,Employee_1377,150.0,-5000.0,,Sales,Delhi,2021-07-20,employee1377@company.com
1378.0,Employee_1378,30.0,,InnoSoft,Finance,Hyderabad,2022-03-12,employee1378@company.com
1379.0,Employee_1379,40.0,80000.0,TechNova,,,2022-03-12,employee1379@company.com
1380.0,Employee_1380,150.0,-5000.0,,Sales,Chennai,2020-05-15,employee1380@company.com
1381.0,Employee_1381,,30000.0,TechNova,IT,Bangalore,2020-05-15,invalid_email
1382.0,Employee_1382,-1.0,60000.0,,HR,Delhi,2019-01-10,employee1382@company.com
1383.0,Employee_1383,,30000.0,TechNova,Sales,Chennai,2019-01-10,invalid_email
1384.0,Employee_1384,45.0,100000.0,,,Mumbai,2020-05-15,employee1384@company.com
1385.0,Employee_1385,150.0,45000.0,InnoSoft,Finance,,2022-03-12,employee1385@company.com
1386.0,Employee_1386,,-5000.0,NextGen,,Delhi,2019-01-10,employee1386@company.com
1387.0,Employee_1387,35.0,30000.0,,HR,Mumbai,2021-07-20,employee1387@company.com
1388.0,Employee_1388,45.0,45000.0,,,,2020-05-15,employee1388@company.com
1389.0,Employee_1389,45.0,60000.0,NextGen,Sales,Bangalore,,invalid_email
1390.0,Employee_1390,25.0,100000.0,TechNova,HR,Chennai,2019-01-10,employee1390@company.com
1391.0,Employee_1391,45.0,30000.0,InnoSoft,,Chennai,,employee1391@company.com
1392.0,Employee_1392,30.0,60000.0,TechNova,Sales,Delhi,,employee1392@company.com
1393.0,Employee_1393,22.0,100000.0,,IT,,2021-07-20,employee1393@company.com
1394.0,Employee_1394,35.0,60000.0,,IT,Bangalore,2020-05-15,employee1394@company.com
1395.0,Employee_1395,22.0,45000.0,CloudNine,IT,Mumbai,2021-07-20,employee1395@company.com
1396.0,Employee_1396,25.0,100000.0,CloudNine,HR,Chennai,,invalid_email
1397.0,Employee_1397,45.0,80000.0,CloudNine,Finance,Delhi,2019-01-10,employee1397@company.com
1398.0,Employee_1398,35.0,100000.0,NextGen,,,,employee1398@company.com
,Employee_1399,,-5000.0,CloudNine,,Bangalore,2022-03-12,employee1399@company.com
1400.0,Employee_1400,25.0,100000.0,DataWorks,Finance,Delhi,2021-07-20,employee1400@company.com
1401.0,Employee_1401,22.0,45000.0,CloudNine,,Mumbai,,invalid_email
1402.0,Employee_1402,25.0,30000.0,InnoSoft,Marketing,Bangalore,2021-07-20,invalid_email
1403.0,Employee_1403,35.0,60000.0,InnoSoft,Sales,,2022-03-12,employee1403@company.com
1404.0,Employee_1404,150.0,45000.0,CloudNine,,Hyderabad,,employee1404@company.com
1405.0,Employee_1405,150.0,60000.0,,,Delhi,invalid_date,employee1405@company.com
1406.0,Employee_1406,25.0,30000.0,DataWorks,Marketing,,2021-07-20,invalid_email
1407.0,Employee_1407,150.0,45000.0,DataWorks,,Delhi,2019-01-10,employee1407@company.com
1408.0,Employee_1408,35.0,,CloudNine,,,2019-01-10,invalid_email
1409.0,Employee_1409,,60000.0,,IT,Mumbai,2021-07-20,employee1409@company.com
1410.0,,,80000.0,CloudNine,IT,Delhi,2020-05-15,employee1410@company.com
1411.0,Employee_1411,40.0,30000.0,NextGen,,Hyderabad,2019-01-10,employee1411@company.com
1412.0,Employee_1412,40.0,-5000.0,,Sales,Delhi,,invalid_email
1413.0,Employee_1413,,-5000.0,,,Mumbai,,employee1413@company.com
1414.0,Employee_1414,40.0,-5000.0,NextGen,Marketing,,invalid_date,employee1414@company.com
1415.0,Employee_1415,,80000.0,,HR,Bangalore,2019-01-10,employee1415@company.com
1416.0,Employee_1416,35.0,-5000.0,NextGen,Finance,Hyderabad,invalid_date,employee1416@company.com
1417.0,Employee_1417,40.0,-5000.0,,,Mumbai,2019-01-10,employee1417@company.com
1418.0,Employee_1418,30.0,80000.0,CloudNine,IT,,2019-01-10,employee1418@company.com
1419.0,Employee_1419,150.0,45000.0,CloudNine,IT,Pune,2021-07-20,employee1419@company.com
1420.0,Employee_1420,-1.0,45000.0,DataWorks,,Chennai,2021-07-20,employee1420@company.com
1421.0,Employee_1421,30.0,-5000.0,NextGen,,Mumbai,2020-05-15,employee1421@company.com
1422.0,Employee_1422,-1.0,100000.0,DataWorks,IT,Delhi,2019-01-10,employee1422@company.com
1423.0,Employee_1423,22.0,,,,Hyderabad,invalid_date,employee1423@company.com
1424.0,Employee_1424,25.0,100000.0,CloudNine,IT,Pune,2020-05-15,employee1424@company.com
1425.0,Employee_1425,,30000.0,,Marketing,Chennai,2020-05-15,invalid_email
1426.0,Employee_1426,,,DataWorks,Marketing,Chennai,invalid_date,invalid_email
1427.0,Employee_1427,30.0,100000.0,TechNova,IT,Delhi,,employee1427@company.com
1428.0,Employee_1428,45.0,45000.0,CloudNine,,Mumbai,,employee1428@company.com
1429.0,Employee_1429,25.0,30000.0,InnoSoft,Sales,,invalid_date,employee1429@company.com
1430.0,Employee_1430,22.0,100000.0,CloudNine,,,2021-07-20,employee1430@company.com
1431.0,Employee_1431,35.0,60000.0,InnoSoft,,Hyderabad,2020-05-15,employee1431@company.com
1432.0,Employee_1432,35.0,80000.0,,Marketing,Hyderabad,2019-01-10,employee1432@company.com
1433.0,Employee_1433,-1.0,100000.0,InnoSoft,Marketing,,2020-05-15,employee1433@company.com
1434.0,Employee_1434,150.0,45000.0,,Marketing,Bangalore,invalid_date,employee1434@company.com
1435.0,Employee_1435,25.0,80000.0,CloudNine,Sales,Bangalore,invalid_date,employee1435@company.com
1436.0,Employee_1436,30.0,80000.0,TechNova,HR,Pune,2022-03-12,employee1436@company.com
1437.0,Employee_1437,25.0,45000.0,,IT,,2019-01-10,employee1437@company.com
1438.0,Employee_1438,150.0,80000.0,CloudNine,Finance,Bangalore,2022-03-12,employee1438@company.com
1439.0,Employee_1439,45.0,-5000.0,DataWorks,Sales,Pune,,invalid_email
1440.0,Employee_1440,-1.0,80000.0,,Marketing,,2021-07-20,employee1440@company.com
1441.0,Employee_1441,150.0,30000.0,InnoSoft,IT,Hyderabad,,employee1441@company.com
1442.0,Employee_1442,150.0,,NextGen,Finance,Pune,2020-05-15,employee1442@company.com
1443.0,Employee_1443,150.0,100000.0,NextGen,,,2021-07-20,employee1443@company.com
1444.0,Employee_1444,30.0,30000.0,,,Delhi,2022-03-12,employee1444@company.com
1445.0,Employee_1445,25.0,60000.0,DataWorks,HR,Pune,2021-07-20,employee1445@company.com
1446.0,Employee_1446,40.0,60000.0,NextGen,,Pune,2020-05-15,employee1446@company.com
1447.0,Employee_1447,150.0,-5000.0,InnoSoft,IT,Mumbai,invalid_date,employee1447@company.com
1448.0,Employee_1448,22.0,60000.0,InnoSoft,Finance,,,employee1448@company.com
1449.0,Employee_1449,25.0,,,,Pune,2022-03-12,employee1449@company.com
1450.0,Employee_1450,30.0,60000.0,,,Pune,2021-07-20,employee1450@company.com
1451.0,Employee_1451,25.0,60000.0,InnoSoft,Sales,Hyderabad,2021-07-20,employee1451@company.com
1452.0,Employee_1452,25.0,,,Finance,Mumbai,2022-03-12,employee1452@company.com
1453.0,Employee_1453,35.0,-5000.0,NextGen,,Mumbai,,employee1453@company.com
1454.0,Employee_1454,35.0,,InnoSoft,Finance,,2020-05-15,employee1454@company.com
1455.0,Employee_1455,30.0,45000.0,,IT,Delhi,2019-01-10,employee1455@company.com
1456.0,Employee_1456,30.0,30000.0,CloudNine,,Chennai,invalid_date,employee1456@company.com
1457.0,Employee_1457,-1.0,100000.0,,HR,Chennai,,employee1457@company.com
1458.0,Employee_1458,,100000.0,DataWorks,Sales,,2021-07-20,invalid_email
1459.0,Employee_1459,40.0,80000.0,CloudNine,Finance,Delhi,,employee1459@company.com
1460.0,Employee_1460,25.0,60000.0,,Marketing,Bangalore,,employee1460@company.com
1461.0,Employee_1461,,,InnoSoft,IT,Chennai,2021-07-20,employee1461@company.com
1462.0,Employee_1462,22.0,100000.0,,Finance,Chennai,,employee1462@company.com
1463.0,Employee_1463,,60000.0,TechNova,Finance,,,employee1463@company.com
1464.0,,-1.0,80000.0,InnoSoft,Sales,Bangalore,invalid_date,employee1464@company.com
1465.0,Employee_1465,45.0,45000.0,NextGen,Sales,Mumbai,,invalid_email
1466.0,Employee_1466,45.0,60000.0,,,Pune,,invalid_email
1467.0,Employee_1467,30.0,-5000.0,NextGen,Marketing,Delhi,2021-07-20,employee1467@company.com
1468.0,Employee_1468,35.0,100000.0,,HR,Mumbai,2019-01-10,employee1468@company.com
1469.0,Employee_1469,150.0,80000.0,,Marketing,Mumbai,2020-05-15,employee1469@company.com
1470.0,Employee_1470,35.0,30000.0,DataWorks,,Pune,,employee1470@company.com
1471.0,Employee_1471,40.0,-5000.0,TechNova,IT,Pune,invalid_date,employee1471@company.com
1472.0,Employee_1472,22.0,,,Sales,Bangalore,2019-01-10,employee1472@company.com
1473.0,Employee_1473,40.0,-5000.0,DataWorks,Marketing,Mumbai,2021-07-20,employee1473@company.com
1474.0,Employee_1474,-1.0,80000.0,DataWorks,Marketing,Pune,2020-05-15,employee1474@company.com
1475.0,Employee_1475,150.0,100000.0,InnoSoft,Marketing,Mumbai,2022-03-12,employee1475@company.com
1476.0,Employee_1476,25.0,80000.0,InnoSoft,Sales,Mumbai,2022-03-12,employee1476@company.com
1477.0,Employee_1477,25.0,,DataWorks,Finance,Bangalore,,employee1477@company.com
1478.0,Employee_1478,35.0,-5000.0,CloudNine,Sales,Delhi,2019-01-10,employee1478@company.com
1479.0,Employee_1479,35.0,30000.0,,Marketing,Chennai,2022-03-12,employee1479@company.com
1480.0,Employee_1480,45.0,,NextGen,Sales,,,invalid_email
1481.0,Employee_1481,-1.0,100000.0,CloudNine,Finance,Delhi,2021-07-20,employee1481@company.com
1482.0,Employee_1482,25.0,30000.0,CloudNine,,Pune,2022-03-12,employee1482@company.com
,Employee_1483,25.0,45000.0,InnoSoft,Marketing,Pune,2019-01-10,employee1483@company.com
1484.0,Employee_1484,150.0,80000.0,InnoSoft,,,2022-03-12,invalid_email
1485.0,Employee_1485,40.0,100000.0,DataWorks,Sales,Hyderabad,invalid_date,employee1485@company.com
1486.0,Employee_1486,35.0,-5000.0,NextGen,,Hyderabad,invalid_date,employee1486@company.com
1487.0,Employee_1487,45.0,,,,Bangalore,2020-05-15,employee1487@company.com
1488.0,,,45000.0,InnoSoft,Marketing,Pune,2019-01-10,employee1488@company.com
1489.0,Employee_1489,150.0,80000.0,DataWorks,IT,Mumbai,invalid_date,employee1489@company.com
1490.0,Employee_1490,150.0,45000.0,DataWorks,,Mumbai,2020-05-15,employee1490@company.com
1491.0,Employee_1491,40.0,60000.0,NextGen,,,2021-07-20,employee1491@company.com
1492.0,Employee_1492,30.0,30000.0,,HR,Chennai,2020-05-15,employee1492@company.com
1493.0,Employee_1493,,60000.0,NextGen,,Chennai,,employee1493@company.com
1494.0,Employee_1494,35.0,45000.0,TechNova,,Delhi,2020-05-15,invalid_email
1495.0,Employee_1495,30.0,80000.0,,IT,Hyderabad,2019-01-10,employee1495@company.com
1496.0,Employee_1496,-1.0,80000.0,,Marketing,Hyderabad,2021-07-20,employee1496@company.com
1497.0,Employee_1497,,-5000.0,CloudNine,,,2021-07-20,employee1497@company.com
1498.0,Employee_1498,35.0,45000.0,,,Chennai,,employee1498@company.com
1499.0,Employee_1499,40.0,,TechNova,Sales,,,employee1499@company.com
1500.0,Employee_1500,-1.0,-5000.0,,Finance,,2020-05-15,employee1500@company.com
1501.0,Employee_1501,35.0,80000.0,DataWorks,HR,Mumbai,2020-05-15,employee1501@company.com
1502.0,,40.0,60000.0,TechNova,Finance,Chennai,invalid_date,employee1502@company.com
1503.0,,40.0,,CloudNine,Marketing,Mumbai,,employee1503@company.com
1504.0,Employee_1504,22.0,-5000.0,,Marketing,,2022-03-12,employee1504@company.com
